Date,Population,enso,mean_humidity,mean_solar_radiation,mean_temp,mean_wind_direction,mean_windspeed,rainfall,Year,Predicted_Demand
2023-12-31,8323889.0,0.0,71.30434782608695,187.7,23.83652173913044,231.7271739130435,2.591304347826087,0.6,2023,8233.452975416722
2024-12-31,8453902.0,0.0,76.87416666666667,213.1916666666667,23.453333333333333,178.43055555555554,1.696527777777778,0.3,2024,8431.127320833371
2025-12-31,8580341.0,0.0,85.81,73.62291666666667,17.603333333333335,147.41145833333334,2.223263888888889,12.6,2025,7820.99983624996
2026-12-31,8702446.0,0.0,80.72333333333334,125.11041666666668,18.863333333333333,107.96805555555557,1.743402777777778,1.0,2026,8351.564228750003
2027-12-31,8820393.0,0.0,67.8425,300.90625,22.985,113.6736111111111,1.5875,0.0,2027,8789.256765416649
2028-12-31,8933348.0,0.0,73.01354166666667,324.37083333333334,22.80479166666667,144.72152777777777,2.368402777777778,0.0,2028,8897.04167541663
2029-12-31,9041818.0,0.0,72.32416666666667,112.24166666666667,19.645,146.39513888888888,1.9916666666666665,0.0,2029,8568.874237083333
2030-12-31,9145140.0,1.0,71.63416666666667,245.35625,21.92333333333333,102.40763888888888,1.6378472222222225,0.0,2030,8702.246726250001
2031-12-31,9243603.0,1.0,54.045,346.65000000000003,27.005,188.29479166666667,1.5354166666666669,0.0,2031,9198.352781666676
2032-12-31,9336512.0,1.0,54.70166666666668,347.49583333333334,25.831666666666667,163.83645833333333,2.575,0.0,2032,8872.947104999997
2033-12-31,9427851.0,1.0,72.35583333333334,277.36875,22.8075,93.17708333333331,2.002083333333333,0.0,2033,8518.233378333342
2034-12-31,9517701.0,0.0,65.65166666666667,325.00416666666666,27.7125,103.02708333333334,1.91875,0.0,2034,9581.853908750001
2035-12-31,9606150.0,0.0,74.39416666666666,279.2291666666667,23.559166666666663,159.39270833333333,2.3875,0.0,2035,8483.782612500012
2036-12-31,9693298.0,0.0,83.17583333333333,93.05208333333331,18.98,167.96666666666667,2.020833333333333,11.0,2036,7793.134703333341
2037-12-31,9779151.0,0.0,80.92583333333333,136.88125,20.651666666666667,150.80729166666666,1.8135416666666664,0.4,2037,8083.747385416675
2038-12-31,9863776.0,0.0,74.45916666666666,201.8958333333333,22.49416666666667,99.04166666666669,1.725347222222222,0.0,2038,7941.6837616666935
2039-12-31,9947242.0,0.0,76.5925,268.40208333333334,20.671458333333334,166.65972222222223,2.386111111111111,0.0,2039,7736.166240416667
2040-12-31,10029571.0,0.0,48.3125,345.3895833333333,17.809166666666666,233.46354166666663,3.684375,0.0,2040,7550.795897083342
2041-12-31,10110747.0,1.0,40.82083333333333,372.50208333333336,18.82,209.01666666666665,2.1708333333333334,0.0,2041,7466.63972666668
2042-12-31,10190742.0,1.0,36.240833333333335,360.0958333333333,23.35833333333333,186.2552083333333,1.9833333333333327,0.0,2042,8142.3684170833385
2043-12-31,10269523.0,1.0,60.053333333333335,347.725,24.668333333333333,156.80208333333334,2.1479166666666667,0.0,2043,8638.98001125
2044-12-31,10347053.0,1.0,54.90208333333334,312.02916666666664,26.879375,156.01388888888889,1.98125,0.0,2044,9221.635373333342
2045-12-31,10423309.0,1.0,53.34666666666666,270.2604166666667,26.00916666666667,215.4989583333333,2.7302083333333336,0.0,2045,8950.50607249998
2046-12-31,10498248.0,0.0,76.09916666666666,121.89583333333331,19.18166666666667,147.96562500000002,1.8875,4.0,2046,7643.687982500006
2047-12-31,10571845.0,0.0,78.83333333333333,201.82083333333333,21.87833333333333,125.16770833333334,1.6260416666666666,0.0,2047,8199.423545416681
2048-12-31,10644117.0,0.0,68.74583333333334,306.72083333333336,26.030833333333334,127.4125,1.578125,0.0,2048,9047.570908333339
2049-12-31,10715051.0,1.0,76.98541666666667,124.48541666666668,22.44458333333333,145.33333333333334,2.097916666666667,0.0,2049,8261.332413333352
2050-12-31,10784657.0,1.0,85.76916666666666,104.0,21.49125,142.4545138888889,1.4184027777777777,0.6,2050,7935.366102916669
2051-12-31,10852988.0,1.0,75.39916666666666,294.6041666666667,22.20833333333333,161.49166666666667,2.578125,2.0,2051,7846.553612916675
2052-12-31,10920102.0,1.0,77.50416666666666,178.15833333333333,21.367500000000003,159.21770833333332,2.535416666666667,2.2,2052,7724.352389583348
2053-12-31,10986093.0,1.0,81.045,162.90208333333334,22.33083333333333,111.05208333333331,1.9791666666666667,0.0,2053,8209.35116125001
2054-12-31,11051038.0,1.0,75.34333333333333,247.7458333333333,22.596666666666668,119.18333333333334,2.2291666666666665,0.0,2054,8176.95085083335
2055-12-31,11115048.0,1.0,74.79833333333333,211.52291666666667,21.348333333333333,137.884375,3.204166666666667,0.0,2055,7751.458732083335
2056-12-31,11178188.0,1.0,83.35833333333333,185.09166666666667,22.046666666666667,110.57604166666664,3.392708333333333,10.0,2056,7947.729678750017
2057-12-31,11240534.0,1.0,89.64166666666667,75.51458333333333,22.331666666666667,85.45208333333333,2.922916666666667,9.0,2057,8005.596187500014
2058-12-31,11302149.0,1.0,88.11458333333333,141.21875,22.804375000000004,121.28888888888888,1.6065972222222225,7.0,2058,8346.027685000003
2059-12-31,11363061.0,1.0,84.74833333333333,84.81875,20.874166666666667,177.27604166666666,4.11875,34.2,2059,7732.42839375001
2060-12-31,11423305.0,1.0,86.98583333333333,110.38541666666669,21.230833333333333,171.47604166666667,2.2791666666666663,79.7,2060,7900.253874583322
2061-12-31,11482897.0,1.0,86.63749999999999,107.93333333333334,21.94833333333333,120.04652777777778,1.7402777777777778,5.0,2061,8246.698833333336
2062-12-31,11541857.0,1.0,76.165,281.7416666666667,23.44,144.99687500000002,1.5614583333333334,0.0,2062,8716.629032083334
2063-12-31,11600209.0,1.0,75.24395833333334,299.68958333333336,23.79083333333333,149.2201388888889,1.3180555555555555,0.0,2063,8690.87708333333
2064-12-31,11657954.0,1.0,75.32083333333334,246.84166666666667,24.041666666666668,149.17499999999998,1.1177083333333333,0.0,2064,8991.345928333312
2065-12-31,11715112.0,1.0,71.70333333333333,244.22708333333333,25.363333333333333,216.30381944444449,1.8649305555555555,0.0,2065,8952.073565416653
2066-12-31,11771677.0,1.0,91.07666666666668,76.73333333333333,21.258333333333333,167.72291666666666,0.9645833333333336,71.6,2066,7934.752073333324
2067-12-31,11827657.0,1.0,92.83166666666666,56.61041666666667,21.281666666666663,142.25104166666668,1.1875,10.0,2067,7852.249703749992
2068-12-31,11883035.0,0.0,68.97958333333334,295.84791666666666,23.508333333333336,248.8423611111112,2.147222222222222,14.4,2068,8091.467330833332
2069-12-31,11937781.0,0.0,65.88416666666667,191.95416666666665,20.849166666666665,210.21875,3.484375,1.0,2069,7462.2027558333275
2070-12-31,11991839.0,0.0,69.12416666666667,300.77708333333334,19.76083333333333,175.021875,1.976041666666667,0.0,2070,7268.663275000011
